ID da fila;ID da compra;Data da compra;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;Estado;País;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro
6080;MX-2011-104836;21/10/2011;25/10/2011;Classe padrão;SB-20245;Samuel Barbosa;Varejo;Moa;Holguín;Cuba;Caribe;MAT-PA-10000941;Material de escritório;Papel;Xerox Cadernetas, Premium;451;5;0;216
6081;MX-2012-154753;07/09/2012;13/09/2012;Classe padrão;CC-12055;Camila Costa;Pequenas e Medias Empresas;Campeche;Campeche;México;Norte;MÓV-CA-10004369;Móveis;Cadeiras;HON Cadeira de balanço, Preto;1367,36;2;0,2;478,56
6082;MX-2012-154753;07/09/2012;13/09/2012;Classe padrão;CC-12055;Camila Costa;Pequenas e Medias Empresas;Campeche;Campeche;México;Norte;MÓV-CA-10004250;Móveis;Cadeiras;SAFCO Protetor de piso, Par;662,08;2;0,2;-83,12
6083;MX-2013-102092;20/07/2013;25/07/2013;Classe padrão;EC-14035;Evelyn Cunha;Grande Empresa;Santa Catarina;Novo Leão;México;Norte;MAT-FI-10000789;Material de escritório;Fichários;Acco Perfurador, Durável;632,4;3;0;94,8
6084;MX-2013-102092;20/07/2013;25/07/2013;Classe padrão;EC-14035;Evelyn Cunha;Grande Empresa;Santa Catarina;Novo Leão;México;Norte;MAT-PA-10000293;Material de escritório;Papel;Eaton Agenda, Multicolorido;293,2;2;0;105,2
6085;MX-2013-102092;20/07/2013;25/07/2013;Classe padrão;EC-14035;Evelyn Cunha;Grande Empresa;Santa Catarina;Novo Leão;México;Norte;MAT-FI-10004886;Material de escritório;Fichários;Ibico Encadernadora, Reciclado;2071,2;6;0;682,8
6086;MX-2014-104122;29/08/2014;29/08/2014;No mesmo dia;JA-15625;Júlia Almeida;Varejo;Mejicanos;San Salvador;El Salvador;Central;TEC-TE-10003020;Tecnologia;Telefones;Cisco Headset, Tamanho real;2991;5;0;1076
6087;MX-2014-104122;29/08/2014;29/08/2014;No mesmo dia;JA-15625;Júlia Almeida;Varejo;Mejicanos;San Salvador;El Salvador;Central;MAT-ET-10000190;Material de escritório;Etiquetas;Avery Etiquetas para codificação colorida, Durável;456;5;0;168
6088;MX-2014-104122;29/08/2014;29/08/2014;No mesmo dia;JA-15625;Júlia Almeida;Varejo;Mejicanos;San Salvador;El Salvador;Central;MAT-AC-10002466;Material de escritório;Acessórios;Cuisinart Forno, Preto;10754,4;3;0;1828,2
6089;MX-2014-104122;29/08/2014;29/08/2014;No mesmo dia;JA-15625;Júlia Almeida;Varejo;Mejicanos;San Salvador;El Salvador;Central;MAT-PA-10004495;Material de escritório;Papel;Xerox Agenda, Reciclado;270,4;2;0;102,4
6090;US-2014-130365;03/06/2014;05/06/2014;Segunda classe;GG-14410;Gabriel Gomes;Pequenas e Medias Empresas;Blumenau;Santa Catarina;Brasil;Sul;MÓV-MÓ-10003106;Móveis;Móveis ;Rubbermaid Lâmpada, Embalagem multipack;201,6;4;0,6;-86,4
6091;US-2014-130365;03/06/2014;05/06/2014;Segunda classe;GG-14410;Gabriel Gomes;Pequenas e Medias Empresas;Blumenau;Santa Catarina;Brasil;Sul;TEC-CO-10000100;Tecnologia;Copiadoras;HP Fax, Digital;6359,0848;8;0,602;-7861,7152
6092;US-2014-130365;03/06/2014;05/06/2014;Segunda classe;GG-14410;Gabriel Gomes;Pequenas e Medias Empresas;Blumenau;Santa Catarina;Brasil;Sul;MÓV-MÓ-10003131;Móveis;Móveis ;Deflect-O Peso de porta, Premium;227,04;2;0,6;-249,76
6093;MX-2011-161494;03/11/2011;06/11/2011;Segunda classe;EC-14005;Evelyn Correia;Pequenas e Medias Empresas;Nueva Gerona;Isla de la Juventud;Cuba;Caribe;TEC-TE-10001816;Tecnologia;Telefones;Nokia Headset, Embalagem tipo bulk;2928;6;0;673,2
6094;US-2013-128685;30/09/2013;02/10/2013;Primeira classe;LA-17455;Luana Alves;Varejo;Salvador;Bahia;Brasil;Sul;MAT-CO-10002822;Material de escritório;Colchetes;Advantus Clips de papel, Metal;75,04;2;0,6;-34,16
6095;US-2013-128685;30/09/2013;02/10/2013;Primeira classe;LA-17455;Luana Alves;Varejo;Salvador;Bahia;Brasil;Sul;TEC-CO-10001463;Tecnologia;Copiadoras;HP Copiadora, Digital;1291,2712;2;0,602;-1888,3288
6096;US-2013-128685;30/09/2013;02/10/2013;Primeira classe;LA-17455;Luana Alves;Varejo;Salvador;Bahia;Brasil;Sul;MÓV-ES-10002838;Móveis;Estantes;Bush Biblioteca, Preto;6825,84;7;0,6;-9898,56
6097;US-2013-128685;30/09/2013;02/10/2013;Primeira classe;LA-17455;Luana Alves;Varejo;Salvador;Bahia;Brasil;Sul;MÓV-ES-10003535;Móveis;Estantes;Bush Biblioteca, Tradicional;3886,08;4;0,6;-3303,52
6098;US-2012-143756;25/06/2012;27/06/2012;Segunda classe;MA-18415;Marisa Almeida;Varejo;Santo Domingo;Santo Domingo;República Dominicana;Caribe;TEC-AC-10002156;Tecnologia;Acessórios;Logitech Teclado, Durável;2712,64;7;0,2;-339,36
6099;US-2012-143756;25/06/2012;27/06/2012;Segunda classe;MA-18415;Marisa Almeida;Varejo;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-EN-10004129;Material de escritório;Envelopes;GlobeWeis Fita dupla face, Reciclado;430,72;4;0,2;133,92
6100;US-2012-145485;25/02/2012;25/02/2012;No mesmo dia;JB-15940;Julieta Barbosa;Pequenas e Medias Empresas;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-PA-10002778;Material de escritório;Papel;Eaton Artigos de papelaria, Embalagem com 12;1315,2;5;0,2;-164,8
6101;US-2012-145485;25/02/2012;25/02/2012;No mesmo dia;JB-15940;Julieta Barbosa;Pequenas e Medias Empresas;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MÓV-MÓ-10001850;Móveis;Móveis ;Deflect-O Caixa para correspondência, Embalagem multipack;338;4;0,5;-102
6102;US-2013-167150;12/11/2013;19/11/2013;Classe padrão;AA-10825;Arthur Alves;Grande Empresa;David;Chiriquí;Panamá;Central;TEC-TE-10003955;Tecnologia;Telefones;Apple Repetidor de sinal, Azul;3279,6;6;0,4;-1914
6103;US-2013-167150;12/11/2013;19/11/2013;Classe padrão;AA-10825;Arthur Alves;Grande Empresa;David;Chiriquí;Panamá;Central;MAT-AR-10004374;Material de escritório;Armazenamento;Eldon Pratelheiras, Metal;189,96;1;0,4;12,56
6104;US-2011-159793;30/06/2011;04/07/2011;Classe padrão;LA-16705;Lavinia Araujo;Pequenas e Medias Empresas;Santo Domingo;Santo Domingo;República Dominicana;Caribe;TEC-MÁ-10001347;Tecnologia;Máquinas;Konica Calculadora, Multicolorido;516,3;5;0,7;-619,7
6105;US-2011-159793;30/06/2011;04/07/2011;Classe padrão;LA-16705;Lavinia Araujo;Pequenas e Medias Empresas;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-FI-10000309;Material de escritório;Fichários;Avery Capa para fichário, Econômico;59,04;1;0,2;-5,96
6106;US-2011-159793;30/06/2011;04/07/2011;Classe padrão;LA-16705;Lavinia Araujo;Pequenas e Medias Empresas;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-CO-10003605;Material de escritório;Colchetes;Advantus Percevejo niquelado, Metal;146,24;2;0,2;-20,16
6107;US-2011-159793;30/06/2011;04/07/2011;Classe padrão;LA-16705;Lavinia Araujo;Pequenas e Medias Empresas;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MÓV-CA-10000946;Móveis;Cadeiras;Harbour Creations Cadeira dobrável, Par;534,08;1;0,2;180,08
6108;MX-2011-166016;16/11/2011;20/11/2011;Segunda classe;VA-21160;Vinicius Azevedo;Grande Empresa;Mejicanos;San Salvador;El Salvador;Central;MAT-AR-10001751;Material de escritório;Armazenamento;Tenex Caixa, Metal;311,4;3;0;43,2
6109;MX-2012-137148;21/06/2012;21/06/2012;No mesmo dia;AA-10840;Arthur Araujo;Varejo;Santa Ana;Santa Ana;El Salvador;Central;MÓV-ES-10003589;Móveis;Estantes;Sauder Estante, Tradicional;1957,6;2;0;469,6
6110;MX-2013-121748;20/09/2013;22/09/2013;Segunda classe;RB-19990;Renan Barros;Varejo;Reynosa;Tamaulipas;México;Norte;MAT-FI-10002008;Material de escritório;Fichários;Acco Reforço para fichário, Transparente;122,4;3;0;52,2
6111;MX-2013-121748;20/09/2013;22/09/2013;Segunda classe;RB-19990;Renan Barros;Varejo;Reynosa;Tamaulipas;México;Norte;TEC-CO-10003448;Tecnologia;Copiadoras;Canon Fax sem fio, Colorida;12644,66;5;0,002;3014,66
6112;MX-2013-121748;20/09/2013;22/09/2013;Segunda classe;RB-19990;Renan Barros;Varejo;Reynosa;Tamaulipas;México;Norte;MÓV-CA-10000737;Móveis;Cadeiras;Novimex Cadeira de balanço, Vermelho;2102,88;3;0,2;-26,52
6113;MX-2013-121748;20/09/2013;22/09/2013;Segunda classe;RB-19990;Renan Barros;Varejo;Reynosa;Tamaulipas;México;Norte;TEC-TE-10004795;Tecnologia;Telefones;Samsung Telefone do escritório, Tamanho real;3103,8;7;0;961,8
6114;MX-2013-121748;20/09/2013;22/09/2013;Segunda classe;RB-19990;Renan Barros;Varejo;Reynosa;Tamaulipas;México;Norte;MÓV-CA-10002789;Móveis;Cadeiras;Novimex Poltrona, Ajustável;4911,36;2;0,2;1411,76
6115;MX-2013-121748;20/09/2013;22/09/2013;Segunda classe;RB-19990;Renan Barros;Varejo;Reynosa;Tamaulipas;México;Norte;MAT-FI-10002363;Material de escritório;Fichários;Ibico Divisórias, Durável;347;5;0;31
6116;MX-2013-121748;20/09/2013;22/09/2013;Segunda classe;RB-19990;Renan Barros;Varejo;Reynosa;Tamaulipas;México;Norte;MAT-FI-10002664;Material de escritório;Fichários;Cardinal Perfurador, Econômico;768;4;0;230,4
6117;MX-2013-121748;20/09/2013;22/09/2013;Segunda classe;RB-19990;Renan Barros;Varejo;Reynosa;Tamaulipas;México;Norte;MAT-FI-10001619;Material de escritório;Fichários;Acco Encadernadora, Econômico;340,6;1;0;3,4
6118;MX-2013-121748;20/09/2013;22/09/2013;Segunda classe;RB-19990;Renan Barros;Varejo;Reynosa;Tamaulipas;México;Norte;MAT-AR-10002253;Material de escritório;Arte;BIC Marcador, Azul;1409,6;8;0;548,8
6119;MX-2014-152030;01/11/2014;06/11/2014;Classe padrão;PA-19435;Paulo Araujo;Varejo;Mixco;Guatemala;Guatemala;Central;MÓV-MÓ-10004994;Móveis;Móveis ;Eldon Porta retrato, Durável;735,2;2;0;205,6
6120;MX-2014-152030;01/11/2014;06/11/2014;Classe padrão;PA-19435;Paulo Araujo;Varejo;Mixco;Guatemala;Guatemala;Central;MAT-ET-10004412;Material de escritório;Etiquetas;Harbour Creations Etiquetas redondas, Branco;90;2;0;43,2
6121;MX-2011-127670;19/10/2011;23/10/2011;Classe padrão;JC-16090;Júlio Costa;Varejo;Ciudad Juárez;Chihuahua;México;Norte;MAT-AR-10000907;Material de escritório;Arte;Sanford Apontador, Embalagem tipo bulk;522;3;0;219
6122;MX-2011-127670;19/10/2011;23/10/2011;Classe padrão;JC-16090;Júlio Costa;Varejo;Ciudad Juárez;Chihuahua;México;Norte;MAT-FI-10002233;Material de escritório;Fichários;Wilson Jones Reforço para fichário, Econômico;181,2;6;0;73,2
6123;MX-2013-106516;06/11/2013;10/11/2013;Classe padrão;IA-15115;Igor Azevedo;Varejo;Mérida;Yucatán;México;Norte;MAT-MA-10001359;Material de escritório;Materiais;Elite Cortador de papel, Retangular;767,4;3;0;283,8
6124;MX-2013-106516;06/11/2013;10/11/2013;Classe padrão;IA-15115;Igor Azevedo;Varejo;Mérida;Yucatán;México;Norte;MAT-MA-10001839;Material de escritório;Materiais;Elite Tesouras, Aço;292,4;2;0;78,8
6125;MX-2013-106516;06/11/2013;10/11/2013;Classe padrão;IA-15115;Igor Azevedo;Varejo;Mérida;Yucatán;México;Norte;TEC-TE-10001064;Tecnologia;Telefones;Samsung Caixa de som, Tamanho real;3362,4;3;0;1008,6
6126;MX-2013-106516;06/11/2013;10/11/2013;Classe padrão;IA-15115;Igor Azevedo;Varejo;Mérida;Yucatán;México;Norte;MAT-FI-10000244;Material de escritório;Fichários;Wilson Jones Encadernadora, Econômico;1632;5;0;456
6127;MX-2013-133256;04/06/2013;08/06/2013;Classe padrão;PD-19480;Pedro Dias;Varejo;Santa Ana;Santa Ana;El Salvador;Central;MÓV-ES-10001958;Móveis;Estantes;Dania Par, Preto;4114;5;0;863
6128;MX-2013-133256;04/06/2013;08/06/2013;Classe padrão;PD-19480;Pedro Dias;Varejo;Santa Ana;Santa Ana;El Salvador;Central;MÓV-ES-10000868;Móveis;Estantes;Sauder Par, Preto;2973;3;0;654
6129;MX-2013-133256;04/06/2013;08/06/2013;Classe padrão;PD-19480;Pedro Dias;Varejo;Santa Ana;Santa Ana;El Salvador;Central;MAT-CO-10003438;Material de escritório;Colchetes;Accos Clips de papel, Embalagem tipo bulk;374,4;4;0;25,6
6130;MX-2013-133256;04/06/2013;08/06/2013;Classe padrão;PD-19480;Pedro Dias;Varejo;Santa Ana;Santa Ana;El Salvador;Central;MÓV-ES-10003100;Móveis;Estantes;Sauder Estante, Branco;5973,6;6;0;2030,4
6131;MX-2013-133256;04/06/2013;08/06/2013;Classe padrão;PD-19480;Pedro Dias;Varejo;Santa Ana;Santa Ana;El Salvador;Central;MAT-MA-10001540;Material de escritório;Materiais;Acme Régua, Industrial;366,6;3;0;102,6
6132;MX-2013-155390;25/12/2013;29/12/2013;Classe padrão;EG-13645;Enzo Goncalves;Varejo;Campo Limpo Paulista;São Paulo;Brasil;Sul;MAT-PA-10000497;Material de escritório;Papel;Eaton Agenda, Reciclado;409,8;3;0;126,6
6133;US-2011-123120;25/04/2011;27/04/2011;Primeira classe;EC-13180;Eduarda Carvalho;Grande Empresa;El Progreso;Yoro;Honduras;Central;TEC-TE-10001415;Tecnologia;Telefones;Samsung Headset, Tamanhos variados;2129,4;7;0,4;-427
6134;MX-2011-131856;03/05/2011;07/05/2011;Classe padrão;JM-15985;Julieta Melo;Varejo;Managua;Managua;Nicarágua;Central;MAT-MA-10002669;Material de escritório;Materiais;Fiskars Abridor de carta, Aço;546,6;3;0;202,2
6135;MX-2011-131856;03/05/2011;07/05/2011;Classe padrão;JM-15985;Julieta Melo;Varejo;Managua;Managua;Nicarágua;Central;MAT-CO-10004945;Material de escritório;Colchetes;Stockwell Elásticos, Tamanhos variados;271,8;3;0;13,2
6136;MX-2011-131856;03/05/2011;07/05/2011;Classe padrão;JM-15985;Julieta Melo;Varejo;Managua;Managua;Nicarágua;Central;MAT-PA-10000989;Material de escritório;Papel;SanDisk Resma, Multicolorido;624;3;0;49,8
6137;MX-2014-134334;18/08/2014;23/08/2014;Classe padrão;CA-11995;Camila Azevedo;Varejo;Curitiba;Paraná;Brasil;Sul;MAT-AR-10004153;Material de escritório;Armazenamento;Fellowes Carrinho bandeja, Industrial;4593;5;0;1883
6138;MX-2014-160381;07/07/2014;11/07/2014;Classe padrão;TB-20725;Tânia Barros;Varejo;Mérida;Yucatán;México;Norte;MÓV-MÓ-10000513;Móveis;Móveis ;Rubbermaid Porta retrato, Durável;585,36;3;0,4;38,76
6139;MX-2014-160381;07/07/2014;11/07/2014;Classe padrão;TB-20725;Tânia Barros;Varejo;Mérida;Yucatán;México;Norte;TEC-CO-10000696;Tecnologia;Copiadoras;Brother Fax e copiadora, Colorida;10269,0208;8;0,002;1317,0208
6140;US-2013-134467;05/04/2013;08/04/2013;Segunda classe;BC-11380;Brenda Cardoso;Grande Empresa;León;Guanajuato;México;Norte;MÓV-CA-10001016;Móveis;Cadeiras;Harbour Creations Protetor de piso, Preto;742,08;2;0,2;-27,92
6141;US-2013-134467;05/04/2013;08/04/2013;Segunda classe;BC-11380;Brenda Cardoso;Grande Empresa;León;Guanajuato;México;Norte;MAT-EN-10001487;Material de escritório;Envelopes;Kraft Com lacre, Reciclado;1458;6;0;728,4
6142;MX-2013-116302;23/11/2013;29/11/2013;Classe padrão;BS-11080;Beatrice Sousa;Varejo;Delgado;San Salvador;El Salvador;Central;MÓV-MÓ-10000263;Móveis;Móveis ;Advantus Relógio de parede, Durável;968,4;3;0;193,2
6143;MX-2011-124142;07/11/2011;11/11/2011;Classe padrão;MC-18310;Marina Costa;Pequenas e Medias Empresas;Apopa;San Salvador;El Salvador;Central;MAT-PA-10003287;Material de escritório;Papel;SanDisk Caderno, Reciclado;396,4;2;0;106,8
6144;MX-2014-137995;21/11/2014;25/11/2014;Classe padrão;AC-10270;Alice Cardoso;Varejo;Tlalnepantla;México;México;Norte;TEC-CO-10004658;Tecnologia;Copiadoras;Sharp Copiadora, Vermelho;3161,664;2;0,002;1514,064
6145;MX-2012-161179;06/03/2012;10/03/2012;Classe padrão;VM-21505;Vitor Melo;Varejo;Ciudad del Carmen;Campeche;México;Norte;MAT-MA-10002387;Material de escritório;Materiais;Fiskars Tesouras, Retangular;132,4;1;0;27,8
6146;MX-2012-134460;22/05/2012;26/05/2012;Segunda classe;MS-18100;Marcos Souza;Varejo;Tipitapa;Managua;Nicarágua;Central;MAT-PA-10003731;Material de escritório;Papel;Eaton Resma, Embalagem com 12;613,8;3;0;18
6147;MX-2011-121251;09/05/2011;13/05/2011;Classe padrão;EM-13540;Emily Melo;Varejo;San Salvador;San Salvador;El Salvador;Central;TEC-AC-10001858;Tecnologia;Acessórios;Enermax Cartão de memória, Econômico;5338,2;7;0;266
6148;MX-2011-121251;09/05/2011;13/05/2011;Classe padrão;EM-13540;Emily Melo;Varejo;San Salvador;San Salvador;El Salvador;Central;TEC-AC-10002930;Tecnologia;Acessórios;Enermax Cartão de memória, Durável;5348;7;0;1604,4
6149;MX-2013-121272;08/10/2013;10/10/2013;Segunda classe;MP-18760;Matheus Pinto;Varejo;Orizaba;Veracruz;México;Norte;TEC-TE-10001342;Tecnologia;Telefones;Nokia Carregador, Tamanho real;12747;3;0;2931,6
6150;MX-2011-111766;09/09/2011;11/09/2011;Segunda classe;EP-13555;Emily Pinto;Grande Empresa;Tuxtla Gutiérrez;Chiapas;México;Norte;MAT-AC-10003473;Material de escritório;Acessórios;Hamilton Beach Moedor de café, Branco;544;2;0;38
6151;MX-2011-111766;09/09/2011;11/09/2011;Segunda classe;EP-13555;Emily Pinto;Grande Empresa;Tuxtla Gutiérrez;Chiapas;México;Norte;MÓV-CA-10001415;Móveis;Cadeiras;SAFCO Cadeira dobrável, Vermelho;1371,36;3;0,2;239,76
6152;MX-2011-111766;09/09/2011;11/09/2011;Segunda classe;EP-13555;Emily Pinto;Grande Empresa;Tuxtla Gutiérrez;Chiapas;México;Norte;MÓV-ES-10004976;Móveis;Estantes;Sauder Conjunto de pratelheiras, Preto;7314,72;7;0,2;1188,32
6153;MX-2013-109883;03/09/2013;09/09/2013;Classe padrão;EC-13285;Eduardo Cardoso;Varejo;Mixco;Guatemala;Guatemala;Central;TEC-TE-10002321;Tecnologia;Telefones;Cisco Carregador, Tamanhos variados;26169,6;6;0;261,6
6154;MX-2012-145065;21/02/2012;24/02/2012;Primeira classe;JO-15730;Julia Oliveira;Varejo;Sancti Spíritus;Sancti Spíritus;Cuba;Caribe;MAT-EN-10001377;Material de escritório;Envelopes;GlobeWeis Envelope com fecho, Reciclado;348;6;0;128,4
6155;MX-2012-145065;21/02/2012;24/02/2012;Primeira classe;JO-15730;Julia Oliveira;Varejo;Sancti Spíritus;Sancti Spíritus;Cuba;Caribe;TEC-AC-10000500;Tecnologia;Acessórios;SanDisk Teclado numérico, Programável;2653;7;0;397,6
6156;MX-2011-101861;19/12/2011;24/12/2011;Classe padrão;TA-20830;Thaís Almeida;Varejo;San Miguelito;Panamá;Panamá;Central;MAT-AR-10000653;Material de escritório;Arte;Sanford Marcadores de texto, Metal;612,36;9;0,4;70,56
6157;US-2014-157511;18/02/2014;25/02/2014;Classe padrão;NS-19330;Nicole Sousa;Varejo;Córdoba;Córdoba;Argentina;Sul;MAT-MA-10004847;Material de escritório;Materiais;Fiskars Tesouras, Retangular;532,08;3;0,4;-27,12
6158;MX-2014-114776;08/10/2014;10/10/2014;Primeira classe;DF-13090;Douglas Ferreira;Varejo;San Salvador;San Salvador;El Salvador;Central;TEC-CO-10001592;Tecnologia;Copiadoras;Hewlett Fax sem fio, Par;5059,0616;2;0,002;141,8616
6159;MX-2012-166758;22/10/2012;24/10/2012;Primeira classe;BF-11020;Beatrice Fernandes;Grande Empresa;São Paulo;São Paulo;Brasil;Sul;MÓV-ES-10000849;Móveis;Estantes;Ikea Gaveteiro, Branco;2899,2;3;0;811,2
6160;MX-2012-128664;04/09/2012;09/09/2012;Classe padrão;AL-10210;Alex Lima;Varejo;Cidade do México;Distrito Federal;México;Norte;MAT-AR-10004438;Material de escritório;Arte;Stanley Marcador, Embalagem tipo bulk;749;5;0;307
6161;US-2012-133025;03/10/2012;08/10/2012;Classe padrão;BC-11515;Breno Cunha;Varejo;Piura;Piura;Peru;Sul;MÓV-ES-10003508;Móveis;Estantes;Bush Conjunto de pratelheiras, Preto;2761,92;4;0,4;-552,48
6162;MX-2013-106929;27/09/2013;02/10/2013;Classe padrão;DS-12925;Diego Silva;Varejo;Vitória;Espírito Santo;Brasil;Sul;MAT-AR-10001578;Material de escritório;Armazenamento;Eldon Carrinho bandeja, Tamanho real;2558,4;3;0;460,2
6163;MX-2013-106929;27/09/2013;02/10/2013;Classe padrão;DS-12925;Diego Silva;Varejo;Vitória;Espírito Santo;Brasil;Sul;TEC-AC-10003433;Tecnologia;Acessórios;Memorex Pen drive, Econômico;588;3;0;123
6164;MX-2013-106929;27/09/2013;02/10/2013;Classe padrão;DS-12925;Diego Silva;Varejo;Vitória;Espírito Santo;Brasil;Sul;MAT-FI-10002233;Material de escritório;Fichários;Wilson Jones Reforço para fichário, Econômico;120,8;4;0;48,8
6165;MX-2014-112802;25/06/2014;01/07/2014;Classe padrão;SA-20470;Sofia Araujo;Varejo;Managua;Managua;Nicarágua;Central;MÓV-MÓ-10001338;Móveis;Móveis ;Advantus Porta retrato, Premium;688;2;0;158
6166;MX-2014-112802;25/06/2014;01/07/2014;Classe padrão;SA-20470;Sofia Araujo;Varejo;Managua;Managua;Nicarágua;Central;MÓV-ES-10004287;Móveis;Estantes;Bush Estante tradicional, Tradicional;5502,4;2;0;220
6167;MX-2014-136854;01/07/2014;06/07/2014;Classe padrão;CC-12265;Carlos Castro;Varejo;Coacalco;México;México;Norte;MAT-ET-10003421;Material de escritório;Etiquetas;Smead Etiquetas para codificação colorida, Ajustável;219;3;0;58,8
6168;MX-2013-121405;16/05/2013;20/05/2013;Classe padrão;EC-13375;Emilly Cunha;Varejo;Oruro;Oruro;Bolívia;Sul;MAT-PA-10000468;Material de escritório;Papel;SanDisk Papel de pergaminho, Multicolorido;845,6;7;0;404,6
6169;MX-2013-121405;16/05/2013;20/05/2013;Classe padrão;EC-13375;Emilly Cunha;Varejo;Oruro;Oruro;Bolívia;Sul;MAT-FI-10002494;Material de escritório;Fichários;Cardinal Encadernadora, Transparente;1312,8;4;0;367,2
6170;MX-2014-132262;14/07/2014;20/07/2014;Classe padrão;GF-14980;Guilherme Ferreira;Varejo;Villa Nueva;Guatemala;Guatemala;Central;MÓV-CA-10004486;Móveis;Cadeiras;HON Cadeira dobrável, Preto;1053,2;2;0;252,4
6171;MX-2014-132262;14/07/2014;20/07/2014;Classe padrão;GF-14980;Guilherme Ferreira;Varejo;Villa Nueva;Guatemala;Guatemala;Central;MÓV-CA-10004202;Móveis;Cadeiras;Office Star Banqueta, Par;3523,8;3;0;422,4
6172;MX-2014-132262;14/07/2014;20/07/2014;Classe padrão;GF-14980;Guilherme Ferreira;Varejo;Villa Nueva;Guatemala;Guatemala;Central;MÓV-MÓ-10000727;Móveis;Móveis ;Rubbermaid Peso de porta, Embalagem multipack;2046,8;7;0;961,8
6173;MX-2013-133886;21/11/2013;26/11/2013;Classe padrão;YB-21850;Yasmin Barbosa;Varejo;Las Tunas;Las Tunas;Cuba;Caribe;MAT-PA-10003461;Material de escritório;Papel;Enermax Artigos de papelaria, Multicolorido;1940,4;6;0;328,8
6174;MX-2013-133886;21/11/2013;26/11/2013;Classe padrão;YB-21850;Yasmin Barbosa;Varejo;Las Tunas;Las Tunas;Cuba;Caribe;MAT-FI-10002390;Material de escritório;Fichários;Cardinal Capa para fichário, Reciclado;576,8;7;0;79,8
6175;MX-2014-117744;30/06/2014;06/07/2014;Classe padrão;CC-11920;Caio Cunha;Varejo;Saltillo;Coahuila;México;Norte;MAT-AR-10001334;Material de escritório;Armazenamento;Rogers Pastas, Azul;1023;5;0;194
6176;MX-2014-117744;30/06/2014;06/07/2014;Classe padrão;CC-11920;Caio Cunha;Varejo;Saltillo;Coahuila;México;Norte;MAT-AR-10001387;Material de escritório;Arte;BIC Marcadores de texto, Embalagem tipo bulk;512;4;0;137,6
6177;MX-2014-117744;30/06/2014;06/07/2014;Classe padrão;CC-11920;Caio Cunha;Varejo;Saltillo;Coahuila;México;Norte;MÓV-MÓ-10004577;Móveis;Móveis ;Advantus Lâmpada, Premium;224,28;3;0,4;-149,52
6178;MX-2011-149587;13/09/2011;17/09/2011;Classe padrão;BS-11755;Bruna Sousa;Varejo;Cuenca;Azuay;Equador;Sul;MÓV-MÓ-10004592;Móveis;Móveis ;Tenex Relógio de parede, Durável;630,4;2;0;226,8
6179;MX-2011-149587;13/09/2011;17/09/2011;Classe padrão;BS-11755;Bruna Sousa;Varejo;Cuenca;Azuay;Equador;Sul;MAT-ET-10003716;Material de escritório;Etiquetas;HON Etiquetas para codificação colorida, Branco;597,8;7;0;298,2
6180;MX-2011-149587;13/09/2011;17/09/2011;Classe padrão;BS-11755;Bruna Sousa;Varejo;Cuenca;Azuay;Equador;Sul;MAT-AR-10000184;Material de escritório;Armazenamento;Tenex Armários, Metal;2709,6;2;0;135,2
6181;MX-2011-149587;13/09/2011;17/09/2011;Classe padrão;BS-11755;Bruna Sousa;Varejo;Cuenca;Azuay;Equador;Sul;MAT-CO-10001629;Material de escritório;Colchetes;Accos Alfinetes, Embalagem tipo bulk;290,4;3;0;40,2
6182;MX-2011-149587;13/09/2011;17/09/2011;Classe padrão;BS-11755;Bruna Sousa;Varejo;Cuenca;Azuay;Equador;Sul;TEC-TE-10001609;Tecnologia;Telefones;Nokia Smart Phone, Embalagem tipo bulk;4108;5;0;698
6183;MX-2011-149587;13/09/2011;17/09/2011;Classe padrão;BS-11755;Bruna Sousa;Varejo;Cuenca;Azuay;Equador;Sul;MAT-CO-10004160;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Tamanhos variados;282,4;4;0;24,8
6184;MX-2011-149587;13/09/2011;17/09/2011;Classe padrão;BS-11755;Bruna Sousa;Varejo;Cuenca;Azuay;Equador;Sul;MAT-ET-10002537;Material de escritório;Etiquetas;Avery Etiquetas para organização de pastas, Ajustável;187,2;4;0;85,6
6185;MX-2014-103905;26/12/2014;29/12/2014;Primeira classe;NC-19150;Nicolas Castro;Varejo;Petapa;Guatemala;Guatemala;Central;MAT-AC-10002830;Material de escritório;Acessórios;Hamilton Beach Micro-ondas, Prata;9442;5;0;2171
6186;MX-2013-104003;15/04/2013;20/04/2013;Classe padrão;ES-13840;Erick Sousa;Grande Empresa;Vespasiano;Minas Gerais;Brasil;Sul;MAT-CO-10002834;Material de escritório;Colchetes;Stockwell Clips de papel, Embalagem tipo bulk;270;3;0;91,8
